"","etatID","individuID","connaisance","effetTemps","age","loi","consParSem","region"
"94",1,94,-4.28764528800306,2009,20.8818275742233,0,8,"region1"
"95",1,95,-0.992926303848123,2009,16.0109288638923,0,0,"region1"
"96",1,96,0.385158190128402,2009,16.0626193189528,0,10,"region1"
"97",1,97,3.0543599773893,2009,24.7416290459223,0,2,"region1"
"98",1,98,-0.766721074691263,2009,23.0041674987879,0,2,"region1"
"99",1,99,-0.907623032078086,2009,16.8798981225118,0,6,"region1"
"100",1,100,4.84557204777682,2009,17.2412420499604,0,15,"region1"
"101",1,101,-2.32114006364177,2011,17.7622969334479,0,13,"region1"
"102",1,102,1.27200720468796,2011,21.7043019528501,0,8,"region1"
"103",1,103,-1.75184094398807,2011,22.3460448656697,0,11,"region1"
"104",1,104,1.24510703669743,2011,24.9223495922051,0,7,"region1"
"105",1,105,-4.63578496987197,2011,21.0984106066171,0,12,"region1"
"106",1,106,-1.55624851424418,2011,17.2076171233784,0,6,"region1"
"107",1,107,-0.839374663058068,2011,21.8177185114473,0,5,"region1"
"108",1,108,3.02237214622747,2011,23.3869710429572,0,3,"region1"
"109",1,109,-1.4087098608451,2011,16.7723996695131,0,14,"region1"
"110",1,110,0.893691115132183,2011,18.4985948030371,0,3,"region1"
"111",1,111,-1.25338329921789,2011,17.2263762983494,0,0,"region1"
"112",1,112,-2.55114232887361,2011,24.5489847876597,0,6,"region1"
"113",1,113,2.06713858311725,2011,19.958786023315,0,11,"region1"
"114",1,114,-1.38058858428589,2011,21.2607192862779,0,17,"region1"
"115",1,115,4.04455313263472,2011,21.8064178682398,0,1,"region1"
"116",1,116,1.32921415279054,2011,20.9058149277698,0,11,"region1"
"117",1,117,-0.452778565082318,2011,22.119054262992,0,10,"region1"
"118",1,118,1.36664657044443,2011,20.4234113446437,0,6,"region1"
"119",1,119,-0.120464043896104,2011,20.5491949152201,0,12,"region1"
"120",1,120,1.36836313063934,2011,23.1443986352533,0,14,"region1"
"121",1,121,-1.22527508846331,2010,17.8509316786658,0,3,"region1"
"122",1,122,-6.40948156683019,2010,18.9092824957334,0,5,"region1"
"123",1,123,0.470465749159774,2010,18.9563912432641,0,15,"region1"
"124",1,124,1.98014670351993,2010,19.7067021189723,0,6,"region1"
"125",1,125,-2.94550323922073,2010,16.4753490884323,0,7,"region1"
"126",1,126,-3.34093111261015,2010,21.7768130868208,0,9,"region1"
"127",1,127,-1.31204303018835,2010,18.0217958507128,0,8,"region1"
"128",1,128,-1.54833374002024,2010,21.6522696020547,0,3,"region1"
"129",1,129,1.25698797171309,2010,23.7750428353902,0,7,"region1"
"130",1,130,0.402466310146795,2010,18.5533826395404,0,9,"region1"
"131",1,131,3.10405936366802,2010,24.319718194427,0,10,"region1"
"132",1,132,4.96050967804407,2010,16.410088124685,0,12,"region1"
"133",1,133,-0.0538404521905741,2010,22.7574717458338,0,9,"region1"
"134",1,134,-0.0726099618557947,2010,17.8501895114314,0,7,"region1"
"135",1,135,0.750740701424845,2010,23.7463597343303,0,1,"region1"
"136",1,136,-1.01137360805187,2010,17.328295632964,0,11,"region1"
"137",1,137,-0.340061114931152,2010,18.9846600184683,0,10,"region1"
"138",1,138,-0.296648744738151,2010,18.0855221298989,0,0,"region1"
"139",1,139,0.792260468448216,2010,21.1732560147066,0,7,"region1"
"140",1,140,0.416951057673992,2010,20.649628871819,0,11,"region1"
"141",1,141,-0.72680849651515,2012,19.2359171067365,0,9,"region1"
"142",1,142,0.177094145169319,2012,16.6911309324205,0,8,"region1"
"143",1,143,-0.531815605151633,2012,24.8305386379361,0,11,"region1"
"144",1,144,2.38404080448043,2012,20.2124198337551,0,4,"region1"
"145",1,145,0.0202133601177244,2012,18.7703589424491,0,9,"region1"
"146",1,146,-1.88937087898127,2012,18.2596780785825,0,3,"region1"
"147",1,147,-0.757469347690665,2012,20.2968557483982,0,5,"region1"
"148",1,148,-2.07126649049218,2012,19.215871931985,0,14,"region1"
"149",1,149,0.607626435743806,2012,21.7466738270596,0,9,"region1"
"150",1,150,2.53914431343728,2012,18.3109465613961,0,1,"region1"
"151",1,151,1.89622218541818,2012,19.7388334553689,0,12,"region1"
"152",1,152,0.60424057380984,2012,22.7995972444769,0,12,"region1"
"153",1,153,-0.273211931185308,2012,24.6277957390994,0,9,"region1"
"154",1,154,0.868452375289932,2012,24.1132667246275,0,12,"region1"
"155",1,155,-0.164054817616344,2012,17.0551899448037,0,3,"region1"
"156",1,156,-6.12554956086546,2012,21.6308167830575,0,6,"region1"
"157",1,157,1.07510772446084,2012,22.5809239770751,0,4,"region1"
"158",1,158,-1.11780255484816,2012,23.7556489994749,0,6,"region1"
"159",1,159,3.80492652155491,2012,21.7710750349797,0,7,"region1"
"160",1,160,6.50580095149843,2012,18.0187630748842,0,8,"region1"
"161",1,161,-3.71916852651156,2009,18.7429162394255,0,15,"region1"
"162",1,162,1.76962166470064,2009,24.5427474614698,0,14,"region1"
"163",1,163,0.372057865724821,2009,16.3532845599111,0,0,"region1"
"164",1,164,-1.57112335933423,2009,17.1395559690427,0,13,"region1"
"165",1,165,1.86068400905897,2009,17.9724753096234,0,9,"region1"
"166",1,166,2.12466475346514,2009,22.6038638839964,0,0,"region1"
"167",1,167,-0.279595053526754,2009,16.6295581255108,0,13,"region1"
"168",1,168,-0.885590102741334,2009,17.4255460861605,0,8,"region1"
"169",1,169,-3.25744569268437,2009,21.7613944145851,0,3,"region1"
"170",1,170,-1.87444516931905,2009,22.9362256042659,0,13,"region1"
"171",1,171,-0.699019629410654,2009,17.9138744720258,0,13,"region1"
"172",1,172,-0.75245059127336,2009,19.7069874305744,0,13,"region1"
"173",1,173,2.86168600867156,2009,22.112331798533,0,6,"region1"
"174",1,174,-0.797917520020019,2009,22.542734565679,0,10,"region1"
"175",1,175,5.6858278399001,2009,23.5258929701522,0,13,"region1"
"176",1,176,-1.28997248174581,2009,19.7441414988134,0,14,"region1"
"177",1,177,4.72664098325681,2009,23.5580734622199,0,6,"region1"
"178",1,178,0.48582359916983,2009,16.6464425139129,0,8,"region1"
"179",1,179,-3.25635872083713,2009,19.6405474054627,0,13,"region1"
"180",1,180,1.73081190157349,2009,16.1845367765054,0,14,"region1"
"181",1,181,0.0845152986507181,2011,20.2121565539856,0,7,"region1"
"182",1,182,-1.07011021733356,2011,17.1367146233097,0,12,"region1"
"183",1,183,2.55787912622761,2011,18.3977186905686,0,10,"region1"
"184",1,184,1.54009574467328,2011,21.7130745511968,0,1,"region1"
"185",1,185,3.05460899151811,2011,21.3646894295234,0,4,"region1"
"186",1,186,-3.06443725423594,2011,18.3501093108207,0,16,"region1"
"187",1,187,-1.68500481281869,2011,20.6651692891028,0,19,"region1"
"188",1,188,-3.03766823470354,2011,19.8567143832333,0,1,"region1"
"189",1,189,-9.06244289704614,2011,20.0181695609353,0,0,"region1"
"190",1,190,0.997050803150122,2011,23.748067373177,0,1,"region1"
"191",1,191,3.72153469886634,2011,21.2806076670531,0,4,"region1"
"192",1,192,2.01404879783234,2011,20.1629403445404,0,7,"region1"
"193",1,193,-3.99010233336462,2011,20.4625612173695,0,5,"region1"
"194",1,194,-2.55174094115468,2011,18.9999929605983,0,8,"region1"
"195",1,195,-5.3664922272545,2011,22.8654063637368,0,5,"region1"
"196",1,196,3.69456574214997,2011,17.8502811046783,0,8,"region1"
"197",1,197,-1.00319902077818,2011,22.5599718762096,0,6,"region1"
"198",1,198,-2.90196630535784,2011,22.1710098083131,0,7,"region1"
"199",1,199,2.6381110451436,2011,21.9860092757735,0,8,"region1"
"200",1,200,-0.760736069475171,2011,18.2294148860965,0,8,"region1"
"201",1,201,-4.55362736683284,2010,20.6671134568751,0,4,"region1"
"202",1,202,-0.0716497655622019,2010,23.544275213033,0,3,"region1"
"203",1,203,0.0799784199931252,2010,20.0898367378395,0,19,"region1"
"204",1,204,0.491043600183074,2010,19.2376519511454,0,3,"region1"
"205",1,205,1.23002381835341,2010,18.2789221948478,0,8,"region1"
"206",1,206,-1.88208779975719,2010,24.9686750257388,0,7,"region1"
"207",1,207,1.91075401155797,2010,17.88783871755,0,9,"region1"
"208",1,208,-3.60580434364983,2010,21.8158048831392,0,7,"region1"
"209",1,209,4.03962723761799,2010,23.362561004702,0,15,"region1"
"210",1,210,-1.79630193102762,2010,22.5255772478413,0,0,"region1"
"211",1,211,1.32661331330657,2010,24.0397021195386,0,15,"region1"
"212",1,212,1.84057922626354,2010,24.9651591191068,0,8,"region1"
"213",1,213,-0.897289118201363,2010,18.4982962606009,0,10,"region1"
"214",1,214,-4.80176428561426,2010,17.1031743350904,0,5,"region1"
"215",1,215,-1.01840086593954,2010,20.1225021502469,0,9,"region1"
"216",1,216,-1.74392323797348,2010,24.4376032482833,0,12,"region1"
"217",1,217,-1.17108603003675,2010,17.9917208612897,0,13,"region1"
"218",1,218,2.53654306514632,2010,17.3337964266539,0,10,"region1"
"219",1,219,2.05418161500871,2010,20.3592663789168,0,0,"region1"
"220",1,220,0.713139250544893,2010,20.2794178191107,0,7,"region1"
"221",1,221,-2.13186565917628,2012,18.7480660409201,0,16,"region1"
"222",1,222,7.83995687272215,2012,24.7174042959232,0,9,"region1"
"223",1,223,-4.87994205427504,2012,18.1086266175844,0,7,"region1"
"224",1,224,-4.82191887900906,2012,18.0279801446013,0,10,"region1"
"225",1,225,1.02095233741698,2012,19.0578656727448,0,0,"region1"
"226",1,226,8.18366312135772,2012,20.6443671048619,0,6,"region1"
"227",1,227,-0.981570118556729,2012,17.6797233792022,0,0,"region1"
"228",1,228,-3.77069024478979,2012,22.7160397951957,0,11,"region1"
"229",1,229,-1.2941943178105,2012,23.982616455527,0,5,"region1"
"230",1,230,7.64655974282801,2012,18.6463566583116,0,19,"region1"
"231",1,231,-2.31422400599057,2012,19.2439192552119,0,14,"region1"
"232",1,232,-1.52202706117039,2012,19.9724712634925,0,1,"region1"
"233",1,233,-0.810067751359157,2012,19.8269744855352,0,8,"region1"
"234",1,234,2.24434969027866,2012,23.5913760731928,0,1,"region1"
"235",1,235,2.00578143138166,2012,21.0433638803661,0,9,"region1"
"236",1,236,-1.3658959802446,2012,22.5693283411674,0,19,"region1"
"237",1,237,-5.78353567288412,2012,19.1411514289211,0,8,"region1"
"238",1,238,5.64593120098168,2012,22.5843729898334,0,10,"region1"
"239",1,239,-3.749133389803,2012,20.1777365661692,0,4,"region1"
"240",1,240,-1.46803490670723,2012,23.0110362693667,0,6,"region1"
"241",1,241,0.646173855564147,2009,22.7602126616985,0,7,"region1"
"242",1,242,1.26632602081195,2009,21.6466737701558,0,6,"region1"
"243",1,243,-3.66344483660615,2009,16.191058144439,0,3,"region1"
"244",1,244,0.93668346186675,2009,23.1572605064139,0,3,"region1"
"245",1,245,2.6593864022778,2009,19.7640285384841,0,7,"region1"
"246",1,246,1.42443207818145,2009,16.610740811564,0,18,"region1"
"247",1,247,2.60952406420846,2009,21.8423705457244,0,5,"region1"
"248",1,248,-2.65957138791533,2009,19.0635465055238,0,10,"region1"
"249",1,249,-0.385966594382944,2009,24.0663048762362,0,9,"region1"
"250",1,250,3.28953148487688,2009,21.0271930496674,0,6,"region1"
"251",1,251,1.55408863983553,2009,24.0219288030639,0,11,"region1"
"252",1,252,1.19409952531361,2009,22.3247837428935,0,5,"region1"
"253",1,253,3.19997823133596,2009,19.9004779488314,0,7,"region1"
"254",1,254,-1.3486202438885,2009,22.5751274509821,0,2,"region1"
"255",1,255,1.87830595260177,2009,19.7409865777008,0,10,"region1"
"256",1,256,-2.45650785214353,2009,22.2826236730907,0,9,"region1"
"257",1,257,-0.790548625381747,2009,19.3128159113694,0,12,"region1"
"258",1,258,0.463725858076872,2009,21.7290634254459,0,7,"region1"
"259",1,259,1.70533664853957,2009,17.2840810979251,0,4,"region1"
"260",1,260,-7.98047903238202,2009,17.0073651962448,0,16,"region1"
"261",1,261,3.40959762519165,2011,18.4623727248982,0,5,"region1"
"262",1,262,1.26531832778774,2011,20.1974514834583,0,13,"region1"
"263",1,263,4.05024779147234,2011,22.6651256049518,0,11,"region1"
"264",1,264,3.31127065525717,2011,20.9465448793489,0,7,"region1"
"265",1,265,1.94113832928794,2011,18.7408704431728,0,6,"region1"
"266",1,266,0.526907430620896,2011,17.6577639516909,0,4,"region1"
"267",1,267,1.96067336015614,2011,22.1596573314164,0,4,"region1"
"268",1,268,-0.196470911308107,2011,16.3959122456145,0,13,"region1"
"269",1,269,1.93656651800165,2011,23.2060856288299,0,2,"region1"
"270",1,270,1.09288211002273,2011,20.1462423717603,0,9,"region1"
"271",1,271,2.53032470440891,2011,19.25312915002,0,13,"region1"
"272",1,272,-2.02943659699476,2011,17.8392102911603,0,5,"region1"
"273",1,273,-1.17429870923122,2011,16.4049667881336,0,6,"region1"
"274",1,274,1.21482193221178,2011,16.2160988182295,0,16,"region1"
"275",1,275,-3.32057608595632,2011,17.0724756608251,0,13,"region1"
"276",1,276,-1.14990122402674,2011,17.7099213500042,0,3,"region1"
"277",1,277,0.8820607447534,2011,24.1070352825336,0,7,"region1"
"278",1,278,5.37918200421759,2011,21.5624508438632,0,6,"region1"
"279",1,279,2.44209651321259,2011,24.5641982625239,0,8,"region1"
"280",1,280,-3.96007318792489,2011,18.5559438138735,0,14,"region1"
"281",1,281,-5.56633568090851,2010,16.4670883310027,0,5,"region1"
"282",1,282,-3.05569414482965,2010,21.7661627556663,0,2,"region1"
"283",1,283,-3.13533325940696,2010,20.4754786919802,0,9,"region1"
"284",1,284,-1.95386296008685,2010,23.7075020065531,0,3,"region1"
"285",1,285,1.14804796001066,2010,23.6907105189748,0,10,"region1"
"286",1,286,3.09569913104849,2010,16.7479789170902,0,4,"region1"
"287",1,287,0.393224920788233,2010,23.9631294128485,0,7,"region1"
"288",1,288,1.13157520151489,2010,22.4723062696867,0,16,"region1"
"289",1,289,-5.66308524605161,2010,23.1865582524333,0,10,"region1"
"290",1,290,1.56065820907263,2010,19.4329190535937,0,7,"region1"
"291",1,291,2.57745948422186,2010,17.4757879325189,0,13,"region1"
"292",1,292,-2.4074659652696,2010,22.5240727737546,0,3,"region1"
"293",1,293,-1.47588154977668,2010,18.5907731780317,0,4,"region1"
"294",1,294,-0.632862953777907,2010,20.9256302665453,0,7,"region1"
"295",1,295,-1.39102982655664,2010,24.788467284292,0,5,"region1"
"296",1,296,0.898438701618636,2010,18.161988185253,0,15,"region1"
"297",1,297,-1.816421480024,2010,17.5247450321913,0,6,"region1"
"298",1,298,-1.31703640445808,2010,20.5235410947353,0,1,"region1"
"299",1,299,-2.16226089040224,2010,24.5401791310869,0,15,"region1"
"300",1,300,2.34241509105643,2010,19.4611955087166,0,11,"region1"
"301",1,301,-3.6668528273279,2012,17.7636897857301,0,5,"region1"
"302",1,302,2.6735821092562,2012,17.1035756187048,0,1,"region1"
"303",1,303,0.761768528656599,2012,22.2610620360356,0,7,"region1"
"304",1,304,-0.197449279979778,2012,20.4951407948975,0,6,"region1"
"305",1,305,0.604398097073915,2012,22.5757673569024,0,7,"region1"
"306",1,306,7.43310154153616,2012,21.9498804672621,0,4,"region1"
"307",1,307,1.41525838413379,2012,22.2133438591845,0,14,"region1"
"308",1,308,3.97859424823299,2012,20.2376922818366,0,6,"region1"
"309",1,309,2.00579545524962,2012,16.5975835034624,0,16,"region1"
"310",1,310,-0.412183239994657,2012,22.0183525967877,0,8,"region1"
"311",1,311,-4.2335150888594,2012,24.9507385282777,0,7,"region1"
"312",1,312,3.60108931444882,2012,19.2275891767349,0,11,"region1"
"313",1,313,0.897270323577734,2012,20.6680917150807,0,10,"region1"
"314",1,314,1.36868064756998,2012,24.0047018337063,0,8,"region1"
"315",1,315,1.31423533251152,2012,21.3320171670057,0,4,"region1"
"316",1,316,-0.645063414294056,2012,20.6304890976753,0,9,"region1"
"317",1,317,-0.936367428168368,2012,21.2658627133351,0,13,"region1"
"318",1,318,-2.07789125722464,2012,22.3052497154567,0,0,"region1"
"319",1,319,-7.18868904993911,2012,18.8546233088709,0,0,"region1"
"320",1,320,-4.75282480094381,2012,21.2666450696997,0,13,"region1"
"321",1,321,5.27624470007515,2009,19.7632090020925,0,8,"region1"
"322",1,322,-7.08866036596059,2009,18.0766053041443,0,5,"region1"
"323",1,323,1.17951620281944,2009,21.1172863130923,0,10,"region1"
"324",1,324,1.6978135938379,2009,24.4987883879803,0,13,"region1"
"325",1,325,-3.13197111156809,2009,17.6807443893049,0,5,"region1"
"326",1,326,3.06933987798864,2009,18.5862269029021,0,4,"region1"
"327",1,327,-1.53799204206145,2009,19.1050901135895,0,12,"region1"
"328",1,328,0.143210024419183,2009,22.907788872486,0,5,"region1"
"329",1,329,4.17863099143848,2009,20.9229404090438,0,10,"region1"
"330",1,330,-1.29749737772566,2009,22.2442912328988,0,7,"region1"
"331",1,331,-0.405503508338693,2009,18.0221355818212,0,17,"region1"
"332",1,332,3.89320545025361,2009,16.771857440006,0,1,"region1"
"333",1,333,-0.212179451182874,2009,17.8186311011668,0,15,"region1"
"334",1,334,-1.26248458201284,2009,22.8683879072778,0,2,"region1"
"335",1,335,3.424021072117,2009,21.3022480395157,0,17,"region1"
"336",1,336,-1.28137945270922,2009,22.0296560185961,0,10,"region1"
"337",1,337,4.18700881942469,2009,19.8783123181202,0,13,"region1"
"338",1,338,-0.888561508374571,2009,21.9531770215835,0,4,"region1"
"339",1,339,1.74797883162696,2009,23.131391268922,0,12,"region1"
"340",1,340,-8.02868805363308,2009,22.9638650850393,0,1,"region1"
"341",1,341,-4.20203702830359,2011,22.0434220959432,0,12,"region1"
"342",1,342,9.9124533324369,2011,17.0588409719057,0,8,"region1"
"343",1,343,2.57033262396505,2011,24.218391334638,0,9,"region1"
"344",1,344,3.4830493356198,2011,16.8287162478082,0,12,"region1"
"345",1,345,0.83681065737894,2011,23.862564843148,0,13,"region1"
"346",1,346,-0.0406454872049425,2011,16.2688092712779,0,11,"region1"
"347",1,347,-8.02913666057057,2011,19.1312614809722,0,6,"region1"
"348",1,348,0.36394336328223,2011,23.3243720857427,0,12,"region1"
"349",1,349,-1.5016297262806,2011,23.5122196029406,0,6,"region1"
"350",1,350,4.13903373295456,2011,21.3173504478764,0,5,"region1"
"351",1,351,-1.21795997401764,2011,17.7371164641809,0,3,"region1"
"352",1,352,4.18779583360512,2011,21.5800590976141,0,11,"region1"
"353",1,353,2.215788466387,2011,19.075102501316,0,10,"region1"
"354",1,354,2.20984245830714,2011,17.8812564110849,0,7,"region1"
"355",1,355,-2.19926386090986,2011,17.5263800607063,0,5,"region1"
"356",1,356,-5.69518814965773,2011,16.4948503510095,0,0,"region1"
"357",1,357,1.33763790416022,2011,22.4917724602856,0,6,"region1"
"358",1,358,1.36878258647903,2011,22.7451562972274,0,6,"region1"
"359",1,359,-4.57859162447912,2011,19.7277297764085,0,6,"region1"
"360",1,360,-0.241747851022607,2011,20.2685570581816,0,6,"region1"
"361",1,361,-1.02003181935618,2010,20.0447649038397,0,14,"region1"
"362",1,362,0.161042396262868,2010,21.0836387805175,0,1,"region1"
"363",1,363,-2.07490454710681,2010,19.2667708692607,0,11,"region1"
"364",1,364,-0.910484686084601,2010,20.3404924580827,0,7,"region1"
"365",1,365,-3.58504214515001,2010,18.310611654073,0,8,"region1"
"366",1,366,3.05920774685078,2010,24.0225986491423,0,15,"region1"
"367",1,367,-1.43533266592147,2010,21.4824797636829,0,7,"region1"
"368",1,368,-1.97847614845921,2010,18.1377466714475,0,7,"region1"
"369",1,369,2.03663895838051,2010,17.6603899034671,0,5,"region1"
"370",1,370,-0.316065982243447,2010,23.9907260746695,0,14,"region1"
"371",1,371,-1.36115301733887,2010,23.0594510578085,0,12,"region1"
"372",1,372,4.02431589503515,2010,17.7871701053809,0,8,"region1"
"373",1,373,2.95787160244642,2010,17.7349486295134,0,9,"region1"
"374",1,374,-3.58639432542361,2010,17.8404791939538,0,20,"region1"
"375",1,375,-1.72457571973344,2010,22.3794215621892,0,7,"region1"
"376",1,376,2.94597408657745,2010,22.4196228671353,0,2,"region1"
"377",1,377,-4.97214967507132,2010,24.00875485898,0,3,"region1"
"378",1,378,-3.35894079694294,2010,18.1815372414421,0,11,"region1"
"379",1,379,-3.51247321980009,2010,18.6760326691438,0,5,"region1"
"380",1,380,-3.41715483336322,2010,23.5546013279818,0,5,"region1"
"381",1,381,-3.85448593607406,2012,17.5941602515522,0,10,"region1"
"382",1,382,-0.425345200055813,2012,21.5455133351497,0,11,"region1"
"383",1,383,4.31635431413797,2012,16.3327441110741,0,14,"region1"
"384",1,384,-3.1201726220241,2012,18.6101624961011,0,2,"region1"
"385",1,385,-3.07151385435522,2012,16.1282664914615,0,17,"region1"
"386",1,386,3.28432136271285,2012,22.72512085177,0,9,"region1"
"387",1,387,-6.04178065022791,2012,20.6368351099081,0,11,"region1"
"388",1,388,-3.13973039399925,2012,22.5869680878241,0,7,"region1"
"389",1,389,2.50022985403391,2012,24.3024489509407,0,13,"region1"
"390",1,390,1.82580735548955,2012,16.314217766514,0,8,"region1"
"391",1,391,3.25217199348038,2012,23.7248661227059,0,9,"region1"
"392",1,392,0.518131254962064,2012,22.8075939132832,0,14,"region1"
"393",1,393,4.54857597368835,2012,17.7654998996295,0,0,"region1"
